Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company193,Success,2012,2,0,,,technology,Data_Collective Ignition_Partners Intel_Capital Amplify_Partners Atlantic_Bridge,1,0,yes,1/1/2012,9/24/2013,15000000,United States,North America,0,0,2,8,2,15,Yes,1,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,TECH,No,No,Tier_1,500,Medium,0,0,0,Medium,74,Many,12,Medium,High,No,No,High,Average,No,Yes,Yes,No,No,No,,10414376,No,No,No,3,Medium,7,15,15,Not Applicable,10,9,Peak,2 to 5,0,5.882352941,70.58823529,2.941176471,0,0,17.64705882,2.941176471,0,0,0,0,0,0,7
Company194,Success,2011,3,162,Self-driven big data exploration,Enterprise_Software,strategy,Kleiner_Perkins_Caufield_&_Byers Andreessen_Horowitz Google_Ventures Khosla_Ventures DAG_Ventures,30,3,yes,1/1/2011,3/31/2014,21000000,United States,North America,0,3,2,6,4,30,Yes,3,medium,No,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,TECH,Yes,Yes,Tier_2,500,Medium,0,0,0,Medium,145,Many,18,Low,Medium,No,No,Low,Bad,Yes,No,Yes,No,No,No,,359437,Yes,Yes,No,1,Low,2,15,21,Not Applicable,13,12,,,0,0,77.77777778,0,0,16.66666667,5.555555556,0,0,0,0,0,0,0,3
Company195,Success,2013,1,286,,Retail Analytics,customer engagement,Austin_Ventures FLOODGATE Contour_Venture_Partners Allegro_Venture_Partners Mack_Capital Brett_Hurt Sam_Decker Adam_Ross Tom_Meredith Dean_Drako Floodgate_Fund,41,5,yes,1/1/2013,5/21/2013,4200000,United States,North America,0,0,2,6,6,43,No,0,medium,No,Medium,Yes,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,TECH,Yes,Yes,None,500,High,0,1,1,Medium,201,Many,17,Low,Low,No,No,Medium,Bad,Yes,No,Yes,No,No,No,,735463,No,No,Yes,4,Low,2,43,4.2,Not Applicable,5,6,Trough,0 to 2,9.490740741,5.787037037,30.32407407,11.34259259,1.851851852,17.12962963,9.259259259,3.703703704,3.703703704,5.555555556,0,0,1.851851852,0,1
Company196,Success,2012,2,1,,Analytics,operations,Madrona_Venture_Group Vulcan_Capital Geoff_Entress Bloomberg_Beta,19,12,yes,3/1/2012,7/16/2013,7000000,United States,North America,1,0,1,11,6,28,No,2,low,No,Large,No,No,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Medium,High,Yes,Medium,PhD,25,TECH,Yes,Yes,None,500,High,0,1,1,Medium,119,None,18,Low,High,No,No,Low,Bad,Yes,No,No,No,No,Yes,,1409473,Yes,No,No,2,High,1,28,7,Not Applicable,8,7,Peak,2 to 5,11.11111111,5.555555556,16.66666667,11.11111111,0,50,0,0,0,5.555555556,0,0,0,0,0
Company197,Success,2011,3,270,,Analytics Enterprise_Software Cloud_Computing Software_Development,technology,Battery_Ventures Andreessen_Horowitz Ignition_Partners Data_Collective Amplify_Partners,27,4,yes,11/1/2011,11/14/2012,10000000,United States,North America,0,3,2,2,3,20,Yes,3,low,No,Medium,Yes,No,No,No,Product,Yes,Private,No,Structured,Yes,Cloud,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,TECH,Yes,Yes,Both,500,High,0,1,1,Medium,175,None,17,Low,Low,Yes,No,High,Average,Yes,No,Yes,Yes,No,Yes,,48561,No,No,No,2,Medium,3,10,10,Not Applicable,13,8,Plateau,0 to 2,6.944444444,0,62.5,8.333333333,0,8.333333333,5.555555556,8.333333333,0,0,0,0,0,0,8
Company198,Success,2012,2,299,The Marketing Suite for the Visual Web,Marketing Analytics,marketing,New_Enterprise_Associates First_Round_Capital MentorTech_Ventures,30,7,yes,1/1/2012,1/15/2013,3000000,United States,North America,3,0,2,2,2,22,Yes,3,high,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,Few,No,No,Yes,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,TECH,Yes,Yes,Both,500,High,1,1,0,Medium,67,Many,5,Low,Low,No,No,Low,Very Good,Yes,Yes,No,No,No,Yes,,,No,Yes,No,4,Medium,4,22,3,Not Applicable,5,12,Trough,2 to 5,25,0,0,25,0,0,25,0,0,0,0,0,0,25,1
Company199,Success,2011,3,291,,Analytics,technology,Foundry_Group Neu_Venture_Capital David_Cohen Tasso_Argyros Mayank_Bawa Dave_Kellogg Mike_Greenfield,8,0,No,10/1/2011,12/10/2013,3150000,United States,North America,7,0,2,1,2,8,No,1,high,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,TECH,Yes,Yes,None,500,Medium,1,1,1,Medium,90,Many,12,Medium,High,Yes,No,Medium,Bad,Yes,No,No,No,No,Yes,Low,,Yes,No,No,2,Medium,3,4,3.15,Not Applicable,20,18,Plateau,0 to 2,0,0,83.33333333,0,0,0,0,16.66666667,0,0,0,0,0,0,5
Company200,Success,2009,5,456,Big Data Analytics,Analytics,technology,Redpoint_Ventures Kleiner_Perkins_Caufield_&_Byers Next_World_Capital Software_AG Workday Citi_Ventures,89,0,yes,9/1/2009,12/17/2013,19000000,United States,North America,0,0,2,0,6,80,Yes,3,high,Yes,Medium,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Cloud,global,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,High,High,Yes,Low,Masters,21,TECH,Yes,Yes,None,500,High,0,0,0,Medium,260,Many,14,Low,Low,No,No,Low,Very Good,No,No,No,No,No,No,Low,880762,Yes,No,No,3,Low,3,20,19,Not Applicable,12,12,,,5.555555556,5.555555556,66.66666667,0,0,16.66666667,5.555555556,0,0,0,0,0,0,0,2
Company201,Success,2010,4,331,big data platform powered by Cassandra,analtyics software,Operations,Lightspeed_Venture_Partners Sequoia_Capital Jason_Calacanis Crosslink_Capital Salil_Deshpande Meritech_Capital_Partners Scale_Venture_Partners Next_World_Capital DFJ_Growth,209,11,yes,3/31/2010,7/23/2013,45000000,United States,North America,1,0,2,1,10,226,No,6,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,Few,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18,MGT,Yes,Yes,Both,500,Low,1,0,0,Medium,154,Many,18,Medium,High,No,No,Medium,Average,No,Yes,Yes,No,No,No,Low,4331697,Yes,No,No,4,High,2,75.3,45,Not Applicable,5,14,,,0,0,41.66666667,0,0,0,8.333333333,0,0,0,0,0,0,0,4
Company202,Success,2012,2,118,Stream Processing,Analytics Enterprise_Software,operations,August_Capital Morado_Venture_Partners AME_Cloud_Ventures,18,13,No,1/1/2012,6/26/2013,8000000,United States,North America,2,0,2,0,2,22,Yes,0,medium,No,Small,No,No,No,No,Product,Yes,Private,Yes,Both,Yes,Cloud,Global,Non-Linear,Yes,None,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18,MGMT,Yes,Yes,None,324,High,1,1,1,Medium,200,None,18,Low,High,No,No,Low,Average,No,No,Yes,No,No,No,Low,44388,No,No,No,4,Medium,5,22,8,Not Applicable,15,11,Peak,2 to 5,2.777777778,0,62.82051282,0,8.333333333,6.623931624,16.66666667,2.777777778,0,0,0,0,0,0,5
Company203,Success,2011,3,258,Customer Experience Management Platform,marketing ,Sales,XSeed_Capital,44,5,Yes,9/15/2011,9/26/2013,2550000,United States,North America,0,0,2,6,6,45,No,0,low,No,Medium,No,No,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Local,Non-Linear,No,Few,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18,MGMT,Yes,Yes,Tier_2,500,High,1,1,1,None,1,None,14,Medium,High,Yes,No,High,Average,No,No,Yes,No,No,No,,2084312,No,No,Yes,3,Low,2,22.5,2.55,Not Applicable,19,6,Peak,2 to 5,2.941176471,0,44.11764706,0,0,0,0,2.941176471,0,0,0,0,0,0,1
Company204,Success,2010,4,131,Doubleclick for Market Research,Advertising Market_Research,Marketing,Sopris_Partners Voodoo_Ventures,48,2,Yes,3/10/2010,11/8/2011,2800000,United States,North America,0,0,0,0,5,49,No,0,medium,No,Medium,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Local,Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21,business,Yes,Yes,Tier_1,500,High,0,0,0,None,270,None,14,Medium,High,Yes,No,Low,Very Good,No,No,Yes,No,No,No,,2186599,No,No,No,2,Low,1,16.3,2.8,Not Applicable,1,1,Slope,2 to 5,16.66666667,5.555555556,0,38.88888889,5.555555556,16.66666667,11.11111111,0,5.555555556,0,0,0,0,0,0
Company205,Success,2009,5,222,,Software_Development,technology,,50,4,Yes,1/1/2009,8/27/2012,,United States,North America,0,0,2,3,5,50,Yes,0,high,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,global,Linear,No,Few,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Low,PhD,25,electrical,Yes,Yes,Tier_2,500,High,0,1,0,Medium,514,Many,22,Low,High,Yes,No,Medium,Average,No,No,Yes,No,No,Yes,,,Yes,No,Yes,2,Medium,4,12.5,,Not Applicable,30,,Trough,2 to 5,1.851851852,0,33.33333333,1.851851852,3.703703704,1.851851852,16.66666667,3.703703704,1.851851852,1.851851852,0,0,0,0,6
Company206,Success,2009,5,56,Data Collection for Web Scale IT,Enterprise_Software Software_Development,technology,Javelin_Venture_Partners FirstMark_Capital First_Round_Capital Safeguard_Scientifics,27,8,yes,4/1/2009,12/6/2012,8700000,United States,North America,2,0,2,3,4,24,Yes,2,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18,COMMUNICTIONS,Yes,Yes,Tier_2,500,High,0,1,1,None,400,Many,18,Low,Medium,No,No,Low,Average,No,No,No,Yes,No,Yes,,427794,No,No,No,2,Medium,6,6,8.7,Not Applicable,9,12,,,5.555555556,2.777777778,58.33333333,0,5.555555556,0,16.66666667,2.777777778,2.777777778,2.777777778,0,0,0,2.777777778,9
Company207,Success,2010,4,281,,Energy,operations,Khosla_Ventures,15,0,yes,1/1/2010,7/24/2013,5000000,United States,North America,0,0,2,4,3,15,No,1,low,Yes,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,18,COMPUTERS,Yes,Yes,None,500,High,0,1,1,Medium,116,Many,14,Medium,Medium,No,No,Low,Very Good,No,Yes,No,Yes,No,Yes,,533971,Yes,No,No,3,Low,3,5,5,Not Applicable,18,10,Slope,2 to 5,3.125,0,15.625,3.125,3.125,0,6.25,3.125,3.125,12.5,0,0,0,0,8
Company208,Success,2007,7,331,patented social media analysis,Analytics,Social media analytics,Charles_F._Dolan Golden_Seeds Springboard_Enterprises,83,-3,yes,8/1/2007,9/28/2012,5089656,United States,North America,0,0,1,1,7,85,No,0,high,Yes,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Medium,PhD,25,COMPUTERS,Yes,Yes,Both,500,High,1,1,1,Medium,200,Many,20,Low,Low,Yes,No,Low,Average,No,No,No,No,No,No,,58457,Yes,No,No,2,High,2,14.16,5.089656,Yes,18,12,Trigger,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Company209,Success,2011,3,194,,CleanTech Analytics Real_Estate Energy,Operations,Battery_Ventures Nth_Power RockPort_Capital_Partners Vast_Ventures E.ON,41,-2,Yes,9/1/2011,12/10/2013,8500000,United States,North America,0,2,2,2,4,48,Yes,4,medium,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Linear,No,None,No,No,Yes,No,No,Yes,Yes,No,No,No,Offline,B2C,Low,High,Yes,Low,Masters,21,MGMT,Yes,Yes,None,500,High,1,1,1,None,1,None,42,Medium,Low,No,No,Low,Bad,Yes,No,No,No,No,No,,,No,No,Yes,2,Low,2,24,8.5,Not Applicable,12,10,,,8.496732026,5.882352941,17.32026144,5.555555556,2.777777778,2.941176471,19.44444444,2.777777778,2.777777778,29.24836601,0,0,0,2.777777778,3
Company210,Success,2007,7,5,IT Operations Analytics,Security Cloud_Computing,Operations,Miramar_Venture_Partners US_Venture_Partners ATA_Ventures,53,0,Yes,1/1/2007,5/1/2012,18000000,United States,North America,0,2,1,0,5,80,No,0,medium,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,PhD,25,electrical,Yes,Yes,Both,500,High,1,1,1,Medium,187,Many,17,Low,Low,No,No,Medium,Very Good,Yes,No,No,No,No,No,Low,889950,No,No,No,2,Medium,3,13.3,18,Yes,60,40,Peak,2 to 5,0,2.777777778,25,2.777777778,2.777777778,0,8.333333333,2.777777778,0,5.555555556,0,0,0,0,2
Company211,Success,2011,3,109,Big data/analytics for energy use,CleanTech Energy,operations,Foundation_Capital Voyager_Capital Stanford_University E.ON,31,3,yes,1/1/2011,1/27/2014,12750000,United States,North America,0,3,1,0,6,50,Yes,2,medium,Yes,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,PhD,25,electrical,Yes,Yes,Both,500,High,1,1,1,Medium,400,Many,37,Medium,Low,No,No,Low,Bad,Yes,Yes,Yes,No,No,No,Low,6773962,Yes,No,No,3,High,3,25,12.75,Not Applicable,18,13,,,11.11111111,0,11.11111111,5.555555556,5.555555556,5.555555556,16.66666667,5.555555556,5.555555556,27.77777778,0,0,0,5.555555556,9
Company212,Success,2000,14,194,In-store Customer Analytics,analytics,strategy,Mohr_Davidow_Ventures RBC_Venture_Partners Columbia_Capital Relay_Ventures Eastward_Capital_Partners,58,0,yes,1/1/2000,10/5/2012,4000000,United States,North America,0,5,0,0,8,40,No,0,medium,Yes,Large,No,No,No,Yes,Service,Yes,Private,Yes,Unstructured,Yes,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,Yes,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Bachelors,18,TECH,Yes,Yes,None,146,Medium,1,0,1,Medium,264,Many,41,Low,Medium,Yes,No,Medium,Average,Yes,Yes,Yes,No,No,Yes,Low,1147953,Yes,No,Yes,2,High,6,3.07,4,Yes,84,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company213,Success,2009,5,61,,E-Commerce,technology,ZIG_Capital JCB_Investments Moore_Venture_Partners La_Jolla_Holding TomorrowVentures venture_capitals,23,0,No,6/1/2009,6/26/2013,4000000,United States,North America,0,1,1,0,4,10,No,0,high,No,Small,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Medium,High,Yes,Low,Masters,21,MGMT,Yes,No,None,500,High,1,0,0,None,408,None,22,Low,High,No,No,Low,Bad,Yes,Yes,No,No,No,Yes,Low,1676454,Yes,Yes,No,3,Medium,1,2.5,4,Not Applicable,24,1,,,14.28571429,0,4.761904762,33.33333333,9.523809524,4.761904762,19.04761905,0,0,4.761904762,0,0,4.761904762,4.761904762,2
Company214,Success,2008,6,464,Real-Time Performance Monitoring,Analytics,marketing,Mehdi_Daoudi Battery_Ventures,43,0,yes,9/15/2008,12/10/2013,6000001,United States,North America,0,1,4,2,7,50,Yes,2,high,Yes,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,No,No,Yes,No,Yes,No,No,Offline,B2B,Low,Medium,Yes,Low,Masters,21,INTERNATIONAL TRADE,Yes,Yes,Both,500,High,1,1,1,Medium,400,Many,23,Medium,Low,No,No,Low,Average,No,No,Yes,No,No,Yes,,141868,Yes,Yes,No,3,High,2,10,6.000001,Yes,17,9,Trigger,5 to 10,5.263157895,10.52631579,42.10526316,15.78947368,0,10.52631579,10.52631579,0,0,5.263157895,0,0,0,0,5
Company215,Success,2009,5,31,,Advertising Retail Mobile,marketing,Crosscut_Ventures Launchpad_LA,4,33,yes,1/1/2009,7/12/2010,,United States,North America,0,1,1,0,1,7,No,0,low,No,Medium,Yes,Yes,Yes,Yes,Product,No,Private,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,ARTS,No,No,Tier_2,500,Medium,1,0,0,None,260,None,14,Low,High,No,No,Medium,Very Good,No,No,Yes,No,No,No,,6670312,No,No,Yes,2,High,4,1.75,,Not Applicable,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company216,Success,2012,2,98,,E-Commerce Enterprise_Software Analytics,"marketing, strategy",BOLDstart_Ventures,9,0,yes,9/15/2012,7/10/2013,795000,United States,North America,0,1,2,1,2,9,No,0,low,Yes,Small,Yes,Yes,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,FINANCE,No,No,Both,500,Medium,1,0,0,None,0,Many,10,Medium,Medium,No,Yes,Low,Bad,No,No,Yes,No,No,No,,410491,No,No,No,2,Low,3,9,0.795,Not Applicable,15,1,Trough,2 to 5,16.66666667,0,11.11111111,0,11.11111111,0,27.77777778,0,22.22222222,11.11111111,0,0,0,0,0
Company217,Success,2012,2,,,,operations,,,,No,,,50000,,,0,2,2,1,2,4,No,0,low,No,Large,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,MGMT,No,No,Both,500,Low,1,0,0,None,190,None,14,Low,Medium,Yes,Yes,Medium,Very Good,No,No,No,No,No,No,Low,,No,Yes,No,4,High,2,4,0.05,Not Applicable,12,12,Trough,2 to 5,5.555555556,10,0,8.333333333,10.55555556,7.777777778,13.33333333,0,18.88888889,20,0,0,2.777777778,2.777777778,7
Company218,Success,2009,5,,,,Operations,,,,Yes,,,9500000,,,0,1,1,10,7,77,No,0,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,No,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,ENGLISH,No,No,Both,500,Low,0,0,1,Medium,172,Many,14,Medium,Medium,No,Yes,Medium,Average,Yes,Yes,No,No,No,No,Low,29861,Yes,No,No,2,Medium,3,19.25,9.5,Not Applicable,23,12,,,3.125,0,21.875,6.25,0,6.25,6.25,3.125,3.125,0,0,0,0,0,5
Company219,Success,2000,14,170,Customer Intelligence Solutions,Analytics,Marketing,Oak_Investment_Partners Diamondhead_Ventures Ampersand_Capital_Partners,172,1,yes,1/1/2000,12/22/2013,11778004,United States,North America,0,4,0,0,5,173,Yes,3,low,No,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18,MATHS,Yes,Yes,None,500,Medium,0,0,0,None,368,None,10,Low,High,No,No,Low,Bad,Yes,No,Yes,No,No,Yes,Low,443595,Yes,No,No,3,High,2,13.3,11.778004,Yes,72,27,Peak,5 to 10,12.5,12.5,25,12.5,25,12.5,0,0,0,0,0,0,0,0,0
Company220,Success,2008,6,294,Intelligent Customer Engagement,E-Commerce Analytics Mobile Retail,operations,Sequoia_Capital Norwest_Venture_Partners Qualcomm_Ventures American_Express_Ventures,410,1,yes,8/1/2008,2/11/2014,4500000,Singapore,Asia,1,0,3,0,9,415,Yes,0,high,Yes,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18,engg,Yes,Yes,Tier_1,500,Medium,0,1,1,High,325,None,25,Low,Medium,No,No,High,Average,Yes,No,Yes,No,No,No,,208813,Yes,No,No,2,Low,3,83,4.5,Yes,48,24,Plateau,0 to 2,2.777777778,13.88888889,0,17.06349206,15.47619048,26.98412698,18.25396825,2.777777778,2.777777778,0,0,0,0,0,0
Company221,Success,2007,7,,,,Operations,,,,yes,,,525000,,,1,0,2,0,5,77,No,0,medium,No,Medium,Yes,Yes,No,Yes,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Masters,21,business,No,No,Tier_1,500,High,0,1,0,High,93,None,33,Low,Medium,No,No,Low,Bad,Yes,No,Yes,No,No,No,,127118,Yes,No,No,3,Low,2,12.83,0.525,Yes,60,1,Peak,2 to 5,11.60130719,5.882352941,5.882352941,16.83006536,5.882352941,33.66013072,14.37908497,0,0,0,0,5.882352941,0,0,4
Company222,Success,,,-254,,Analytics,"Marketing, Procurement, Human Resources",Fidelity_Growth_Partners_India Fidelity_Growth_Partners_Europe,448,0,Yes,,8/23/2012,20000000,United States,North America,0,1,3,0,8,433,No,0,low,Yes,Medium,No,No,No,Yes,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Low,High,Yes,Low,PhD,25,MGMT,Yes,Yes,Both,500,Medium,0,1,1,Medium,600,Many,3,Low,Low,No,No,Medium,Bad,Yes,No,No,Yes,No,No,,3702887,No,No,No,2,High,2,36.08,20,Yes,24,1,,,0,0,0,22.22222222,0,66.66666667,5.555555556,0,5.555555556,0,0,0,0,0,3
Company223,Success,2007,7,36,Video Monetization Platform,Entertainment,Operations,,1,,No,6/4/2007,2/1/2008,500000,United States,North America,0,1,0,0,3,5,No,0,low,Yes,Small,No,No,No,No,Product,Yes,Private,No,Unstructured,Yes,Cloud,Local,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18,CSE,Yes,Yes,None,500,Medium,0,1,1,Medium,116,Many,18,Medium,High,No,No,Low,Very Good,No,No,No,No,No,No,,,Yes,No,No,2,Medium,1,0.8,0.5,Yes,15,10,Plateau,0 to 2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Company224,Failed,2009,5,12,Making Cities Easier to Love,analytics,Operations,Neoteny_Labs 500_Startups Chamath_Palihapitiya Allen_Morgan Ted_Rheingold TechStars Social_Starts,,,No,7/1/2009,2/5/2012,800000,United States,North America,1,6,2,0,3,7,Yes,0,high,No,Small,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,Low,Yes,Low,Bachelors,18,COMPUTERS,Yes,Yes,Both,141,Low,0,0,0,None,0,None,12,Medium,High,Yes,Yes,Medium,Average,Yes,Yes,Yes,No,No,Yes,Low,9439938,No,No,No,4,Low,2,1.75,0.8,Not Applicable,30,20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
